Title,Company,Location,Salary,Link,Summary
네이버 일본 맛집 서비스 CONOMI 머신러닝 개발자,네이버,서울,,https://kr.indeed.com/viewjob?jk=,"2 년 이상 ) - 컴퓨터 관련 전공자 수준의 프로그래밍 역량 (Linux/Shell, C++, Python, TensorFlow, PyTorch 등 ) - Production level 의 machine learning..."
보험 신규사업 비즈니스 분야 담당자 영입,카카오페이,성남 분당구,,https://kr.indeed.com/viewjob?jk=,"술적 지식과 설계, 구축, 운영 등 역량을 보유하신 분 - 개발언어(Shell script, JAVA, Python 등)에 대한 이해 및 코드리뷰와 관련한 역량을 보유하신 분 - ISMS-P, PCI-DSS, ISO27001..."
[쿠키런: 오븐브레이크] 데이터과학자 (인턴),데브시스터즈,서울 강남구,,https://kr.indeed.com/viewjob?jk=,"임에만 국한되지 않으며 PC, 콘솔 등 다양한 플랫폼에서) Python Skill: Python을 활용한 데이터 처리에 능숙하신 분 SQL Skill... Numpy, Maplotlib 등 Python의 대표적인 데이터 가공 라이..."
인프라 플랫폼 개발자,고도소프트,서울 구로구,,https://kr.indeed.com/viewjob?jk=,"NHN고도의 신규 서비스 개발 자격요건 - 웹개발 경력 1년 이상 ~ 5년 이하 - PHP(주 개발언어), python, java중 하나 이상 개발이 가능한 분. - Database 이해도가 높은 분 - 개발 프레임워크 사용..."
2020 Market Data Analyst - Seoul (Korean Speaker),Bloomberg,서울,,https://kr.indeed.com/viewjob?jk=,"languages (e.g. Python, R, JavaScript... programming/scripting languages (e.g. Python, R, JavaScript, Java) as well as SQL..."
데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업,서울 강남구,"연봉 40,000,000원 - 70,000,000원",https://kr.indeed.com/viewjob?jk=,"데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
Frontend Developer (Javascript/React),Bepro Company,서울,,https://kr.indeed.com/viewjob?jk=,참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
Frontend Developer (Javascript/React),Bepro Company,서울,,https://kr.indeed.com/viewjob?jk=,참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
Data Scientist,하이퍼커넥트,서울,,https://kr.indeed.com/viewjob?jk=,"가이드 자격요건 최소 2년 이상의 데이터 과학 및 분석 실무 경력 능숙한 SQL 구현 역량 및 실무 경험 Python 또는 R 분석 코드 구현 역량 및 실무 경험 머신러닝에 대한 기본 이해 우대사항 개인화, 최적화 등..."
8퍼센트 경력 개발자,8퍼센트,서울 종로구,,https://kr.indeed.com/viewjob?jk=,"개발업무 - 금융 서비스 개발 - Python/Django 기반 - 정해진 역할이 아닌 기능에 따른 업무 분배 - 프로트엔드부터 백엔드까지 업무 범위... SQL 기본 - git flow - python, django 경험자 우대"
HANA Core Developer,SAP,서울,,https://kr.indeed.com/viewjob?jk=,"plus factors Fluency in C++, experience in SQL, Python, GoLang, Kubernetes, Docker Fluency in English Experience..."
[AI R&D] Language AI(NLP) Research 분야 수시...,엔씨소프트,성남 판교역,,https://kr.indeed.com/viewjob?jk=,"분 - 통계/Machine Learning에 대한 이해와 활용 능력 및 text 처리 기술에 대한 경험 - Python, Java 등을 이용하여 NLP 기술을 구현 가능한 분 - 최신 기술(논문, 기술문서 등)을 습득하는..."
기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,,https://kr.indeed.com/viewjob?jk=,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
[Autonomous Driving] Virtual Environment...,네이버,서울,,https://kr.indeed.com/viewjob?jk=,"C/C++, Software Design, Debugging Skills ㅇ 스크립트 언어 개발 경험 ( Python, Bash, etc) ㅇ Embedded Platform과 System Software 개발 경험 및 이해..."
자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트,서울 충정로역,,https://kr.indeed.com/viewjob?jk=,리에 필요한 알고리즘을 개발하고 Python으로 구현 및 성능 검증을 진행... Description - 자연어 처리에 필요한 알고리즘을 개발하고 Python으로 구현 및 성능 검증을 진행 - 자연어 전처리 (형태소 분석...
네이버웹툰(주) 툰레이더 연구 개발자(경력) (상시),네이버,서울,,https://kr.indeed.com/viewjob?jk=,"있는 분 - Python 기반의 Image Processing, Data Analysis, 웹 개발 기술을 보유하신 분 ​ 우대사항 - 문제 해결을 위한 머신러닝 기법을 잘 활용할 줄 아는 분 - Python을 모국어처럼 잘..."
자동차업무팀 경력 Specialist,AXA손해보험,서울 용산구,,https://kr.indeed.com/viewjob?jk=,"Tool(SAS, SQL, R, Python 등)을 이용한 손해율 예측모델... 인공지능)> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|마케팅..."
[AI Lab] AI 백엔드 엔지니어,버즈니,서울,,https://kr.indeed.com/viewjob?jk=,"플랫폼 및 시스템 구축 이런 분을 찾습니다 주도적으로 문제를 찾고, 해결할 수 있는 능력을 보유하신 분 Python 사용 경험이 있으신 분 다음 항목 중 두 가지 이상에 해당되는 분 AWS 혹은 GCP와 같은 클라우드 플랫폼..."
Lead Technical Solutions Engineer,MightyHive,서울,,https://kr.indeed.com/viewjob?jk=,Data Analysis in Python... R Machine... 와 같은 모바일 앱 트래킹 도구들을 위한 모바일 이벤트 트래킹 Python 또는 R 을 활용한 데이터 분석 Machine Learning...
Senior Back-End Developer,Asiance,서울,,https://kr.indeed.com/viewjob?jk=,"deployment. • 배포는 주로 Docker 사용. • PHP, Python for backend development. • PHP, Python 등을 사용하여 백엔드 개발. • MySQL for structured..."
"Principal, Business Analyst (SCM Systems...",Coupang,서울,,https://kr.indeed.com/viewjob?jk=,"analysis experience One who has experience with SQL, Excel, Python, and R/SAS or any statistical package Preferred: One who..."
Technical Customer Support Engineer (Kor...,Univa Corporation,서울,,https://kr.indeed.com/viewjob?jk=,"Shell scripting (bourne, bash, other unix shells) and Python. Experience in Perl and C/C++ would be a nice to have. Knowledge..."
"[정규직] 웹 개발자 (프론트 엔드, 리눅스, 자바스크립트)",카이팜,서울 서대문구,,https://kr.indeed.com/viewjob?jk=,"상세 이력서 등록하기 지원양식 커리어 온라인 이력서 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, Python 응용프로그래머Linux 서버.보안.네트워크.DB서버구축, 서버관리 HTML코딩.퍼블리셔자바스크립트 산업별(업종..."
[커머스플랫폼(결제)] 개발팀 / 백엔드 엔지니어,버즈니,서울,,https://kr.indeed.com/viewjob?jk=,대용량 트랜잭션 처리를 위한 인프라 스트럭처 개발 이런 분을 찾습니다 관련 업무 최소 5년 이상 있으신 분 Python 및 기반 프레임워크 개발 경험이 있으신 분 Docker(Contatiner) 기반 시스템 환경 구축 경험...
R&D 인공지능/딥러닝 / UNITY 신입,스칼라웍스,서울 금천구,,https://kr.indeed.com/viewjob?jk=,"2) 전산 이론 기초 (Data Structure, Algorithm)를 이해하고 기본적인 코딩 가능한 인재 3) Python Application 관련 개발 업무 (코딩 또는 문제해결) 수행 가능한 인재 4) Machine..."
데이터분석팀 데이터분석가,넥스트플로어,서울 서초구,,https://kr.indeed.com/viewjob?jk=,"보고서 작성이 가능하신 분 [우대사항] • 게임 업계 혹은 다른 업계의 데이터 분석 실무 경험 • R 혹은 Python을 이용한 데이터분석 능력 • 수학, 통계학, 데이터마이닝, 머신러닝 등 분석 관련 학위 보유자 • 게임..."
Technical Trainer - Amazon Web Services,Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"more... following languages, Java, .Net, Perl, PHP, Ruby, Python... R. · Use Deep Learning frameworks like MXNet..."
Solutions Architect - Amazon Connect,Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"passion for getting hands dirty with code/scripting (e.g, python, java, c#, .NET, Node.js) · Native Korean · Business level..."
[기술플랫폼실] 시스템 엔지니어 영입,카카오페이,성남 분당구,,https://kr.indeed.com/viewjob?jk=,"분석 능력이 있으신 분 우대사항 - 포털/게임사 에서 대규모 인프라 운영 경험이 있으신 분 - Python, Ruby 프로그램 개발 및 Shell Script 사용이 가능하신 분 - 오픈소스(Redis, Memcached..."
[공통기술부문] 네트워크 엔지니어 (3년 이상),우아한 형제들,서울 송파구,,https://kr.indeed.com/viewjob?jk=,분 - 사무실/IDC/AWS 네트워크 설게 가능하신 분 - 방화벽/VPN 운영 가능하신 분 [우대사항] - Python과 같은 프로그래밍으로 API 서비스를 사용하신 분 - SDN 및 VXLAN 구축 및 운영 가능하신 분...
데이터 분석가 영입,카카오모빌리티,성남 분당구,,https://kr.indeed.com/viewjob?jk=,"뤄보신 분 - Java, R, Python, Ruby 등 1개 이상의 주력... 모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
데이터 분석 직군 모집,넷마블,서울 구로구,,https://kr.indeed.com/viewjob?jk=,"요건 - 관련 분야 경력 3년 이상 - 정형/비정형 데이터 분석 및 모델링 가능 - 통계 분석 도구 (R, Python, Tensorflow 등) 및 SQL 사용 가능 - 다양한 직군의 사람들과 원활한 커뮤니케이션 및 협업..."
Data Scientist,Toss,서울 강남구,,https://kr.indeed.com/viewjob?jk=,"또는 실무 경험 5년 이상 갖춘 분 - 실제 서비스 데이터를 이용한 분석모델 개발 경험이 있는 분 - R, Python, Scala, SQL 등 데이터 분석의 업무를 수행할 수 있는 하나 이상의 개발 언어에 능숙한 분 #..."
분석지원팀 - 데이터 분석가,Nexon,성남 분당구,,https://kr.indeed.com/viewjob?jk=,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
2020년 하반기 (SW/DB 개발),씨젠,서울 송파구,,https://kr.indeed.com/viewjob?jk=,"end) 프로그램 개발( Python) [필수요건] • 컴퓨터 공학/생물정보학 관련 전문학사 이상 • JAVA 또는 Python, C언어 사용 가능 자... 언어 사용 가능 자 (C or Python) 0명 솔루션개발 • 일반 병원..."
R&D 연구원/ 임베디드시스템 개발자,홍익대학교 무인이동체자율항법연구실,서울 마포구,"월급 2,500,000원 - 4,000,000원",https://kr.indeed.com/viewjob?jk=,"로봇공학, 드론, 임베디드시스템 운용 및 통신, 머신러닝 중 일부 프로그래밍: Matlab, C/C++, Python, ROS 등 임베디드시스템: Raspberry PI, Arduino 등 오픈소스 기반 플랫폼 경험자..."
"Principal, Strategic Planning",Coupang,서울,,https://kr.indeed.com/viewjob?jk=,"e-commerce and other internet-based industries; retail SQL, Python experience is a plus Experience with Tableau also a plus..."
"S/W 엔지니어, 펌웨어 외 경력 정규직",씨젠,서울 송파구,,https://kr.indeed.com/viewjob?jk=,"고서 작성 가능 하신 분 [우대사항] · Linux device driver 개발 · QT, Gnome · Python · DSP for ADC noise reduction · Calibration software 작성 경험..."
신영증권 SP OM부 경력직원,신영증권,서울 영등포구,,https://kr.indeed.com/viewjob?jk=,통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임... 임베디드(Embedded)|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
메가스터디 IT아카데미 신촌캠퍼스 교육부 웹학과 강사,커리어게이트,서울 마포구,,https://kr.indeed.com/viewjob?jk=,"업무 자격요건 인원 [웹 학과] 1. 기초 프로그래밍 강의 Python, JAVA, Python,C++ 알고리즘/자료구조 2. 웹개발 포트폴리오 강의... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
"Analog Design Engr, Sr I",Synopsys,경기도 성남,,https://kr.indeed.com/viewjob?jk=,"simulation-control/data-capture. Experience with TCL, Perl, C, Python, MATLAB. Inclusion and Diversity are important to us..."
[조직문화/개발팀] 백엔드 엔지니어(사내 시스템 개발),버즈니,서울,,https://kr.indeed.com/viewjob?jk=,서버 개발 사내 서비스 인프라 스트럭처 이런 분을 찾습니다 관련 업무 경력이 최소 1년 이상 있으신 분 Python 및 기반 프레임워크 개발 경험이 있으신 분 Docker(Contatiner) 기반 시스템 환경 구축 경험이...
[허브클랜] 비즈니스 데이터 분석가 (Business Data Analy...,카카오페이,성남 분당구,,https://kr.indeed.com/viewjob?jk=,하신 분 - SQL등을 통해 복잡한 데이터 셋에서 원하는 데이터를 추출 및 가공할 수 있으신 분 - R 또는 Python을 활용하여 분석 및 결과 리포팅이 가능하신 분 - 분석을 통해 도출된 의견을 논리적이고 체계적으로 제시...
Senior Data Scientist - AWS Professional...,Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"track record of building ML or DL models · Experience using Python... R · Able to write production level code, which..."
[ 2020 YG ENTERTAINMENT ] 정보관리 경력 (IT시스템...,YG 엔터테인먼트,서울 합정동,,https://kr.indeed.com/viewjob?jk=,"리기사 보유자 - 개발 프로젝트 참여 경력 보유자 - PM/PL 업무 수행 가능자 - 개발언어(PHP/ Python), SE/NE 업무 가능자 - 원만한 커뮤니케이션 및 교류 가능자 # 접수방법 - 당사 Recruit..."
유명 바이오 의료기기 스타트업 백엔드 개발자 정규직,인파트너스,서울 서초구,"연봉 50,000,000원 - 60,000,000원",https://kr.indeed.com/viewjob?jk=,"웹 개발 환경에 대한 이해와 경험 웹개발 경험: Golang(또는 Python Django), REST API 단위테스트 작성, TDD 개발 우대사항 Python(Django) 또는 Golang 개발 경험 javascript..."
[서울지사] 데이터 분석가,네오플,서울 강남구,,https://kr.indeed.com/viewjob?jk=,"분석해보고 싶은 주제와 방법론'이 있는 분 - 수학/통계 및 알고리즘에 대한 이해 및 활용 능력 - R, Python 등 자신에게 익숙한 툴을 활용한 데이터 가공 능력 - Word, Excel, PPT 활용능력 - 우수한..."
[Search] AI 기반 글로벌 추천 서비스/시스템 개발,네이버,서울,,https://kr.indeed.com/viewjob?jk=,"자격요건] · CS 전공자 또는 그에 상응하는 탄탄한 CS 기본기를 보유한 분 · Java, Scala, Python, C++, Go 중 1 개 이상의 언어에 자신이 있는 분 [우대사항] · 빅데이터 배치 / 실시간 처리를..."
Support Engineer _ Azure Security,Microsoft,서울,,https://kr.indeed.com/viewjob?jk=,"Linux script-based development environments and tools (PERL, Python, Ruby, PhP, etc.) o Programming language (C++/C#) Please..."
8퍼센트 개발자 (신입/경력),8퍼센트,서울 종로구,,https://kr.indeed.com/viewjob?jk=,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
Analytics Specialist,MightyHive,서울,,https://kr.indeed.com/viewjob?jk=,"end languages ( Python, NodeJS, PHP, etc... HTML5 / CSS / JavaScript, 기타 프론트 엔드 언어 ( Python, NodeJS, PHP 등)에 대한 read/write 능력..."
클라우드 인프라 운영 담당자 모집,넷마블,서울 구로구,,https://kr.indeed.com/viewjob?jk=,GCP) - 오픈소스 구축 및 운영 경험 보유자 - 게임사/포탈 인프라 운영 - 글로벌 서비스 운영 경험 - Python/Bash shell 역량 - Linux/Windows OS 구조 공학적 이해 - 기술적인 문제점 파악...
빅데이터 분석 기술인력,한국정보기술단,과천 과천시,,https://kr.indeed.com/viewjob?jk=,"텍스트 분류, 텍스트 Generation) - 언어/패키지 : R, Python, SQL 등 [우대사항] - 수학/통계학 전공 - 정보처리기사 00... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
Data Scientist (LINE TIMELINE),LINE Plus corporation,성남 서현역,,https://kr.indeed.com/viewjob?jk=,"Spark 등 대용량 데이터 처리 프레임워크에 대한 경험 - Python, R, SQL 등의 언어를 능숙하게 사용할 수 있는 능력 [우대사항... 원자 : '장애인증명서 또는 복지카드' 첨부 # Data # Python"
[모아리포트] 개발팀 / 백엔드 엔지니어,버즈니,서울,,https://kr.indeed.com/viewjob?jk=,포트 API 개발 모아리포트 인프라 스트럭처 개발 이런 분을 찾습니다 관련 업무 최소 3년 이상 있으신 분 Python 및 기반 프레임워크 개발 경험이 있으신 분 Docker(Contatiner) 기반 시스템 환경 구축 경험...
"(국비무료/수당지급) 빅데이터분석, UI/UX 퍼블리싱, 인터렉티브 앱/...",한국직업전문학교,서울,,https://kr.indeed.com/viewjob?jk=,데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
Business Data Analyst,Soomgo,서울 강남구,,https://kr.indeed.com/viewjob?jk=,"즈니스에 적용하고 개선한 경험 (Google Optimize, Optimizely, 등) 우대사항 • Python 또는 R 을 사용하여 데이터 분석에 활용 가능 • 경영학, 통계학, 경제학, data analysis 등..."
시스템개발팀 경력사원,한화솔루션,서울 중구,,https://kr.indeed.com/viewjob?jk=,년 - 임베디드 Linux 시스템 개발 능력 보유자 - C/C++/ Python 언어 개발 능력 보유자 - IPC에 대한 높은 이해도 및 Porting... learning 개발경험 보유자 - Python (C/C++) 언어 개발...
2020 Market Data Analyst - Seoul (Korean Speaker),Bloomberg,서울,,https://kr.indeed.com/viewjob?jk=,"languages (e.g. Python, R, JavaScript... programming/scripting languages (e.g. Python, R, JavaScript, Java) as well as SQL..."
iOS Developer,Bepro Company,서울,"연봉 40,000,000원 - 80,000,000원",https://kr.indeed.com/viewjob?jk=,참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업,서울 강남구,"연봉 40,000,000원 - 70,000,000원",https://kr.indeed.com/viewjob?jk=,"데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
2020 Market Data Analyst - Seoul (Korean Speaker),Bloomberg,서울,,https://kr.indeed.com/viewjob?jk=,"languages (e.g. Python, R, JavaScript... programming/scripting languages (e.g. Python, R, JavaScript, Java) as well as SQL..."
iOS Developer,Bepro Company,서울,"연봉 40,000,000원 - 80,000,000원",https://kr.indeed.com/viewjob?jk=,참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업,서울 강남구,"연봉 40,000,000원 - 70,000,000원",https://kr.indeed.com/viewjob?jk=,"데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
"[어니컴(주)] 영상 처리 개발자(컴퓨터 비전, 딥러닝) 경력자",어니컴,서울 중구,,https://kr.indeed.com/viewjob?jk=,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
2020년도 IT기획팀 경력사원,한국다이이찌산쿄,서울 중구,,https://kr.indeed.com/viewjob?jk=,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로...
Cloud Support Eng. II (Lin),Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"NoSQL(Redis, Memcached). · Programming/scripting in Python/Java/Shell/Perl/Ruby/PHP/etc. · Experience managing full..."
Cloud Support Eng. II (DMS),Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,browser or node.js) / iOS (Objective-C / Swift) / Python / Ruby / Go · Customer service experience / strong customer focus...
[퇴직기술인력 중소기업활용]㈜오픈놀 웹개발자 경력자 안내,오픈놀,서울 마포구,"연봉 35,000,000원 - 50,000,000원",https://kr.indeed.com/viewjob?jk=,"및 알람 관련 환경과 도구를 활용해 보신분 -Linux 명령 및 shell 스크립트 작성에 익숙하신 분 - Python, Go, Node.js등 프로그래밍 잘하시는 분 [근무시간 및 형태] 주 5일 근무 09:00-18:00..."
Data Operator,레이니스트,서울,,https://kr.indeed.com/viewjob?jk=,"적으로 일정을 협의하고 결과를 이끌어낼 수 있는 분 기초적인 데이터 활용과 분석이 가능하신 분 (SQL, Python/R, etc) 데이터에 기반해 의사결정을 하고, 이를 통해 유의미한 성과를 만들어낸 경험이 있으신 분 우대..."
Data Scientist III,Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"development in languages like Java, Python, Scala. Experience working with RESTful... data processing with Python, R & SQL..."
[Clova] Clova AI AiCall 개발자 경력사원,네이버,서울,,https://kr.indeed.com/viewjob?jk=,내부 도구 개발 [필요역량] - Python 혹은 비슷한 유형의 언어 개발... 데이터 전처리 자동화 및 MLOps [필요역량] - Kotlin / Python / Go 중 하나 이상 능숙하게 개발 가능하신 분 - 디자인 패턴...
Fintech 데이터 분석 전문가 (Data Scientist),LINE Plus corporation,성남 판교역,,https://kr.indeed.com/viewjob?jk=,"활용하여, 데이터 기반 인사이트 발굴 및 데이터 서비스 개발 [자격요건] - 데이터 분석 프로그램(SQL, Python, SAS 등)을 활용한 데이터 분석 가능 - Machine Learning을 활용한 예측 모형 개발..."
ICT/바이오 분야 대졸자 취업연계과정,한국폴리텍대학분당융합기술교육원,성남 분당구,,https://kr.indeed.com/viewjob?jk=,프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|전자... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
NAVER IDC 서버 운영/관리(평촌),NIT Service,안양 동안구,,https://kr.indeed.com/viewjob?jk=,"사항] - Web, WAS에 대한 지식과 System application 운영 경험 - Shell script, python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 [고용형태] - 정규직 [근무지역..."
[금융사업클랜] 비즈니스 데이터 분석가 (Business Data Ana...,카카오페이,성남 분당구,,https://kr.indeed.com/viewjob?jk=,하신 분 - SQL등을 통해 복잡한 데이터 셋에서 원하는 데이터를 추출 및 가공할 수 있으신 분 - R 또는 Python을 활용하여 분석 및 결과 리포팅이 가능하신 분 - 분석을 통해 도출된 의견을 논리적이고 체계적으로 제시...
FPGA 플랫폼 엔지니어(딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,"연봉 40,000,000원 - 99,990,000원",https://kr.indeed.com/viewjob?jk=,"사용 경험 : Chip Scope/SignalTap - Language: Python/Perl, C/C++ - Vivado 또는 Synplify 또는... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
백엔드 파운트 시스템 엔지니어 (현재 급여수준 이상 보장),파운트,서울 충정로역,,https://kr.indeed.com/viewjob?jk=,"경험 - Linux명령어 및shell스크립트 작성 능숙 우대사항 - Python, Java등을 이용한 프로그래밍 경험 네트워크및 서버에 대한 표준화... 립트 작성 능숙 우대사항 - Python, Java등을 이용한 프로그래..."
연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세...,모든,경기도 광명,"연봉 40,000,000원 - 42,000,000원",https://kr.indeed.com/viewjob?jk=,"프로그래밍 가능자 우대 S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자 * 전기..."
[홈쇼핑모아] 핵심기능 개발팀 / 백엔드 엔지니어,버즈니,서울,,https://kr.indeed.com/viewjob?jk=,API 개발 홈쇼핑모아 서버 인프라 스트럭처 이런 분을 찾습니다 관련 업무 경력 최소 3년 이상 있으신 분 Python 및 기반 프레임워크 개발 경험이 있으신 분 Docker(Contatiner) 기반 시스템 환경 구축 경험...
데이터 엔지니어,크로스앵글,서울 반포동,,https://kr.indeed.com/viewjob?jk=,"데이터 관리 (Auth0) - 블록체인 지갑 인증 (Ethereum, EOS) [자격요건] - 백엔드 & Python 실무 개발경험 3년 이상 혹은 그에 준하는 능력을 갖고 있으신 분 - 새로운 기술에 대해 호기심을 갖고..."
Data Specialist (Scientist&&Engineer),아우름플래닛,서울 마포구,,https://kr.indeed.com/viewjob?jk=,"Tensorflow, Keras, Pytorch, Theano 등)를 하나 이상 사용할 수 있는 분 • R, Python, Scala, SQL 등을 이용한 데이터 분석 및 프로그램 개발 능력이 있는 분 • 데이터 분석 기법..."
Site Engineer (Seoul),Motion2AI,서울,,https://kr.indeed.com/viewjob?jk=,의력과 열정을 가진 분을 찾고 있습니다. 지원자격 필수조건 Linux/Windows 시스템 능숙 C++/ Python/Golang 등 코드 컴파일 및 디버깅 경험 우대조건 물류관련 프로젝트 경험 CS 및 관련 학과 출신...
"[국비무료] 빅데이터 활용한 예측분석, 머신러닝 전문가 교육과정",하이미디어컴퓨터학원,서울 종로구,,https://kr.indeed.com/viewjob?jk=,게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>블록체인분석·설계... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
QA Engineer,Calm Island,서울,,https://kr.indeed.com/viewjob?jk=,"JavaScript, Java, Python Computer Science... 가능 하신 분 우대 C#, C++, JavaScript, Java, Python에 대한 이해도 보유 우대 컴퓨터 공학, Applied Math 전공..."
[카카오커머스] 기술직군,카카오커머스,성남 분당구,,https://kr.indeed.com/viewjob?jk=,"이터 엔지니어 경력 3년 이상 ㆍ프로그램 개발(Java, Scala, Python 등) 기술을 보유하신 분 ㆍ대용량 데이터에 대한 실시간/배치 서비스... Keras, Pytorch 등) ㆍ Python을 활용한 머신러닝/딥러닝..."
Backend Software Engineer(Streaming Data...,하이퍼커넥트,서울,,https://kr.indeed.com/viewjob?jk=,"Downtime 을 최소화 하기 위한 Bootstrapping 등을 준비합니다. 자격요건 Scala, Python, Java, Kotlin 중 하나 이상의 언어를 능숙하게 사용하실 수 있는 분 풍부한 CS 지식을 갖추신..."
"영상관제 및 스마트시티 보안 솔루션 개발 (C,C++)",비에이블컨설팅그룹,서울 구로구,,https://kr.indeed.com/viewjob?jk=,인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>TCP·IP·IPX|인터넷·IT·통신·모바일·게임>네트워...
Cloud Solution Engineer (AppDev),Oracle,서울,,https://kr.indeed.com/viewjob?jk=,"Prefered Experience - DevOps 경험 : CI/CD 파이프라인 구축 운영 - Java, Python 등 개발언어 사용 능력 - Kubernetes 환경에서 개발 및 운영 경험 - 오픈소스 환경에서 개발 및..."
Operations Manager (Technical Support),Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,Programming in one or more... following languages - Java/ Python/ Ruby/ .NET/ Android/ iOS · Must have excellent oral...
